chemical name,ACA_class,mol_weight,hydrophobicity,TPSA,complexity,volume,inh_Bac1,inh_Bac2,inh_Bac3,inh_Bac4,inh_Bac5,inh_Bac6,inh_Bac7,inh_Bac8,inh_Bac9,inh_Bac10,inh_Bac11,inh_Bac12,inh_Bac13,inh_Bac14,inh_Bac15,inh_Bac16,inh_Bac17,inh_Bac18,inh_Bac19,inh_Bac20,inh_Bac21,inh_Bac22,inh_Bac23,inh_Bac24,inh_Bac25,inh_Bac26,inh_Bac27,inh_Bac28,inh_Bac29,inh_Bac30,inh_Bac31,inh_Bac32,inh_Bac33,inh_Bac34,inh_Bac35,inh_Bac36,inh_Bac37,inh_Bac38,inh_Bac39,inh_Bac40
Pranlukast,R03DC02,481.50262,4.2,119,778,372.2,1,1,1,1,0.589831602,0.676859468,1,0.710375867,0.088669956,1,1,1,0.398891343,1,0.353127413,1,1,0.658590675,1,0.201618433,1,1,0.886023146,1,1,0.126180488,0.408314008,1,0.785213256,1,1,0.075709754,1,0.011468465,0.007658516,0.830873775,0.18836194,1,0.239851826,0.305771747
Pranoprofen,S01BC09,255.26862,2.7,59.4,346,196.5,0.746493108,1,1,1,1,1,1,1,0.890951056,1,1,1,0.685727919,1,1,1,0.797593886,0.909447355,1,1,0.907158785,1,1,1,1,0.779423559,1,1,1,1,1,1,1,1,1,1,0.92567824,1,1,1
Pravastatin,C10AA03,424.52774,1.6,124,656,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.236200045,1,1,1,1,1,0.803037622,1,0.973740084,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Praziquantel,P02BA01,312.40606,2.7,40.6,472,243.8,1,1,1,1,1,1,1,1,1,1,1,0.807791476,1,0.994742401,1,1,1,1,1,0.400314333,1,1,1,1,1,1,0.667876247,1,1,1,1,0.904810859,1,0.851724741,0.832189429,1,1,1,1,1
Prazosin hydrochloride,C02CA01,383.40114,2,107,544,286.9,0.938347389,1,0.51544608,0.275301806,0.37316901,1,0.649394484,0.758888752,1,0.989091325,1,1,0.93518314,0.104843902,0.23830172,0.58243882,0.659287621,0.740835743,0.526451456,1,0.524526529,0.962042799,0.533302917,0.466322827,1,0.909416102,0.363378027,1,0.872130954,0.948548137,0.089430494,1,0.924738923,0.953212186,1,0.725287558,1,0.298840428,0.723306256,0.772224927
Prednicarbate,D07AC18,488.56994,4.2,116,982,,1,1,0.825759511,0.78168634,1,1,0.582159844,1,1,1,1,1,1,1,1,0.996227633,1,1,1,1,1,1,0.962819074,0.864946472,1,0.164918113,1,0.952585774,0.886023146,0.836441711,1,0.349928785,1,0.855563566,1,0.521557058,1,1,1,1
Prednisolone,A07EA01 C05AA04 D07AA03 D07XA02 H02AB06 R01AD02 S01BA04 S01CB02 S02BA03 S03BA02,360.44402,1.6,94.8,724,,1,0.410304119,0.988964677,1,0.403534931,1,0.822354372,1,0.277906825,0.150167977,0.260737389,1,0.337332725,0.719459357,0.443942221,0.833367536,0.980137443,0.35709778,0.504539246,1,0.564588356,0.767975214,1,0.901142137,1,1,1,1,0.593604106,1,0.85354667,1,0.729158721,1,0.618139005,0.990101753,0.819260347,0.910079724,0.742863468,0.325959887
Prednisone,A07EA03 H02AB07,358.42814,1.5,91.7,764,,1,1,0.979470087,1,1,1,0.818596986,0.737708754,1,1,1,0.952465781,1,1,1,1,1,1,1,1,1,1,1,0.560459614,1,1,0.545665306,0.933677336,1,0.751595798,0.829935185,1,1,0.624573517,1,1,1,1,0.752933742,1
Pregnenolone,-,316.47758,4.2,37.3,550,,0.891758669,0.413642939,0.495718887,0.196327406,0.692367304,0.848539166,1,0.971919675,1,0.978427879,1,1,1,1,0.881806073,0.558773914,0.582425567,0.144790253,0.939842111,1,1,0.787043868,0.938347389,0.530382742,1,1,0.812757655,0.564472779,0.524810225,0.126233332,0.356880443,0.858463089,0.70446367,1,0.510715345,0.94361374,1,0.554177295,0.850027528,1
Prenylamine lactate,C01DX02,329.47788,6,12,316,281.5,1,1,0.001316391,0.252906796,1,0.089653544,0.027374185,0.000287651,1,1,1,0.251296501,0.860495,0.441957548,0.773089807,0.795591412,1,0.650907146,1,0.124038095,0.736293239,1,0.438460075,0.126382322,0.001383791,0.006182585,0.550340825,0.034329438,1,0.01416477,0.011076421,0.055142337,0.767885919,0.004760197,1,0.0291415,0.698727786,0.075319915,0.298733831,1
Pridinol methanesulfonate salt,M03BX03,295.4186,3.8,23.5,294,245.2,1,1,0.06221139,0.025444926,1,0.371194987,0.000103469,8.31E-05,1,1,1,0.307867431,1,0.997963958,1,1,1,0.475437073,1,1,1,1,0.409837781,0.588274791,1,1,0.33350414,1,1,0.685973709,0.280425167,0.62397435,1,0.733366436,1,0.837999157,1,0.886105039,0.90428157,1
Prilocaine hydrochloride,N01BB04,220.3107,2.1,41.1,218,185.5,1,0.312640416,0.734975946,1,0.488457924,0.398068005,0.98431611,0.70379294,0.744069477,0.408973849,0.191791164,0.20888173,0.516523278,0.501174747,0.513668276,0.449732372,0.797823496,1,0.000109489,0.500486169,0.436206174,0.074028443,0.328663484,0.829214553,0.623512896,0.276542589,0.244909945,1,0.773774563,0.978146593,0.991409898,0.77717053,1,0.521697464,0.94978999,0.589290654,0.948236454,0.753926397,1,0.610701493
Primaquine diphosphate,P01BA03,259.34674,2.2,60.2,262,210.5,1,1,0.956621917,0.706349004,1,1,1,1,1,1,1,0.218887739,1,1,1,1,1,1,1,1,1,1,0.73998003,0.910584376,1,1,0.841516827,0.910584376,1,0.624333252,0.620145233,1,0.80918012,1,1,0.817336262,1,1,0.51414084,1
Primidone,N03AA03,218.25176,0.9,58.2,279,167.4,0.713815623,0.687954487,1,1,0.972785029,0.950272996,1,1,0.365464783,0.580888294,0.625632127,1,0.913634019,0.695833914,0.98688644,1,1,0.466596951,0.661193822,1,0.816737154,0.910584376,0.894831246,1,0.852312965,1,1,0.317515224,0.600386867,1,1,0.889878639,0.690160181,1,1,1,1,1,1,0.641202852
Proadifen hydrochloride,-,353.49774,4.6,29.5,375,297.1,0.288977514,0.240527133,0.048404122,0.018523927,0.101955956,0.063264511,0.008016364,0.003489677,0.226840861,0.365866843,0.153691579,0.493340945,0.027014519,0.059997649,0.035075906,0.499579538,1,0.641438232,0.004225595,0.153949444,0.13952477,0.462136183,0.619922784,0.075194146,0.003952581,0.038855067,1,0.811717322,0.321572052,0.132864411,0.049302353,0.361428735,1,0.012792493,0.212978654,0.533010447,0.28459841,0.264099571,0.7499571,0.5105058
Probenecid,M04AB01,285.35926,3.2,83.1,374,217.6,1,1,1,0.990770117,1,1,1,1,1,1,1,1,1,1,1,1,1,0.807561894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.313569415,1,1,1,1,1
Probucol,C10AX02,516.84162,11.3,91.1,583,426.6,1,1,1,1,1,1,0.948961281,1,1,0.578506948,0.974245715,1,1,1,1,0.968180832,0.472492611,0.987510715,0.969384582,1,0.854684712,0.835254647,1,0.811717322,0.928700423,0.909416102,0.661696737,0.487007266,0.992396401,1,0.860289166,1,0.874961493,0.425423293,1,0.815174682,0.041069282,0.665437563,0.709464167,0.011367898
Procainamide hydrochloride,C01BA02,235.32534,0.9,58.4,221,195.3,1,0.838047415,1,1,0.888212215,1,1,0.999443806,0.870066638,0.928307269,0.79781848,1,1,0.804571831,1,0.935157109,0.837035289,1,1,0.854482974,1,1,0.710922754,0.684489103,1,1,1,1,1,1,1,1,0.883938318,1,0.332489155,0.75380984,1,1,0.834128614,0.7356774
Procaine hydrochloride,C05AD05 N01BA02 S01HA05,236.3101,1.9,55.6,222,194.2,0.953455342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98140115,1,1,1,1,1,1,1,1,1,0.434551902,1,1,1,1,1,1,1,1,0.882220975,1,1,1
Procarbazine hydrochloride,L01XB01,221.29876,0.1,53.2,210,182.9,1,0.974906885,0.346877079,1,1,0.423844494,0.111128563,0.148584903,1,1,1,0.200834087,1,1,1,0.558102093,1,1,1,0.545141051,1,0.268201091,0.302457346,0.057338675,1,0.471863788,0.683390539,0.614230011,1,1,0.814123308,0.716647967,1,0.667803926,0.935058669,0.736293239,1,1,0.238352471,1
Prochlorperazine dimaleate,N05AB04,373.94266,4.9,35,429,287.8,1,1,0.041398343,0.051291858,1,0.095531247,0.00869897,0.007973156,1,1,1,0.073998828,0.480969687,0.663810827,1,0.311316123,0.823138725,0.338114953,0.535251152,0.316484886,0.36922155,1,1,0.448845356,0.026619437,0.006409321,0.369369368,0.68063983,0.786710161,0.008917598,0.234474665,0.003039172,0.005482844,0.024801625,1,0.368220956,1,0.958902271,0.525313396,1
Procyclidine hydrochloride,N04AA04,287.43966,4.1,23.5,301,238.3,0.26152538,0.440853264,0.910386661,1,0.506914933,0.482360741,1,0.912059778,0.65122799,0.694350534,0.392971007,1,0.095527553,0.88350589,0.215663839,1,0.266480069,0.661261792,0.096274753,0.944783038,0.27765601,0.278769789,1,0.902295003,0.730456067,0.482018963,1,1,0.116537972,1,1,0.986869223,1,1,0.920511356,0.882220975,0.106604718,0.967869856,1,0.157167802
Progesterone,G03DA04,314.4617,3.9,34.1,589,,1,0.384845673,0.866902205,0.690766324,1,0.892217361,0.544825485,0.974492677,1,1,1,0.904810859,1,1,1,1,1,0.901142137,1,1,1,1,0.521697464,0.812514671,1,1,0.147852846,0.672107584,0.991082212,0.019761333,0.027720267,0.921702868,1,1,0.882818445,0.928304093,1,0.678802056,0.319601971,1
Proglumide,A02BX06,334.41004,2.4,86.7,413,268.9,1,1,0.892217361,1,1,1,0.649394484,1,1,1,1,0.38728177,1,1,0.942818333,1,1,0.966950407,1,1,1,1,0.824169505,0.785989704,1,1,0.538904704,0.040314031,1,0.804826477,0.878265057,0.863399453,1,0.896417861,1,0.874588329,1,0.990216375,0.313644201,1
Proguanil hydrochloride,P01BB01,253.73124,1.5,88.8,292,192.3,0.629167246,1,0.672107584,0.803243364,0.70936462,1,0.838438727,0.150750332,1,0.680935987,0.262015954,0.26432574,0.998758937,0.991409898,0.830162474,0.500783543,1,0.769445918,0.347679182,0.858891922,0.598683529,0.349932275,0.675083261,0.549766378,1,0.398584985,0.783147707,1,0.908056847,1,1,0.587601468,0.434030249,1,1,0.180187014,1,0.5315875,0.676447382,0.48698935
Promazine hydrochloride,N05AA03,284.4191,4.5,31.8,285,230,8.57E-05,0.000488322,0.000208434,0.003286927,8.16E-06,0.000835296,9.92E-06,4.33E-06,0.11933854,0.848684133,0.388613238,0.732945011,0.526694291,0.34364396,0.533548678,0.596893856,0.444329887,0.086951093,0.02764287,0.946426532,0.169707517,0.116585782,0.490761472,0.979776587,0.03105449,0.261036516,0.694301137,0.693094085,0.006814855,0.000112711,1.67E-06,0.100014013,1,1,0.925407978,0.791901735,1,0.959920392,0.092285326,0.368086516
Promethazine hydrochloride,D04AA10 R06AD02,284.4191,4.8,31.8,298,229.6,0.003400942,0.868443069,0.079171665,0.00641235,0.409516967,0.183103683,7.56E-05,2.66E-06,1,1,1,1,1,1,1,1,1,1,1,0.169950436,1,0.636717421,0.626471288,1,0.282672363,0.132769658,1,1,0.027852672,5.04E-06,4.93E-07,0.357566875,1,0.720581238,0.800936677,1,1,1,1,1
Pronethalol hydrochloride,-,229.31746,3,32.3,229,192.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991880625,1,1,0.651974025,1,1,1,1,1,0.756095399,1,0.918440102,0.779588738,1,1,1,1,1,0.044598345,1,1,1,1,1
Propafenone hydrochloride,C01BC03,341.44398,3.3,58.6,368,282.3,0.490181255,1,0.61652358,0.811717322,1,1,0.618733847,1,1,1,1,0.75249058,1,0.515697907,1,1,1,1,1,0.44538282,1,0.664929835,0.345385367,0.749742625,0.52579868,0.107389067,0.837413453,1,1,0.91519548,1,0.295812547,1,1,0.575073882,0.780041383,1,1,1,1
Propantheline bromide,A03AB05,368.4892,4.2,35.5,474,298.6,0.96752894,0.661365222,0.628468551,1,0.374001035,1,1,0.723430943,0.329577087,0.586115653,0.242224619,1,0.647549603,0.922817958,0.532655393,0.924473383,0.602815391,1,0.278407243,1,0.283718,0.237768937,1,0.783221432,0.715734877,0.58243882,0.681181224,0.811287844,0.278892298,0.788297479,1,0.999098223,0.080791383,1,0.72987619,0.966259957,0.437690059,1,1,0.28248954
Proparacaine hydrochloride,S01HA04,294.38924,2.7,64.8,295,240.5,1,1,0.575073882,0.72514305,1,1,0.918440102,1,1,1,1,0.058744977,1,0.958582063,1,1,1,1,1,1,1,1,0.315362626,0.596690666,1,1,0.595644076,1,1,0.435054865,0.16015905,1,1,0.41320486,1,0.549854422,1,0.228703554,0.12727744,1
Propidium iodide,-,414.58566,4.9,55.9,555,335.8,1,1,1,0.955361044,1,1,0.922008626,1,1,1.55E-05,6.48E-06,1,0.000452093,1,1,0.753963973,0.976990826,0.459062579,0.001348701,0.041151176,1,1,1,1,1,0.028371424,1,0.606908892,1,1,1,0.569201297,1.76E-05,0.011478507,1,0.560700323,1,0.018153097,5.34E-06,1
Propofol,N01AX10,178.27072,3.8,20.2,135,154.3,1,1,1,1,1,1,1,1,0.980137443,1,1,1,1,0.960517712,1,1,0.963408844,1,1,1,1,0.7655579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95968021,1,1,1
Propoxycaine hydrochloride,N01BA,294.38924,3.1,64.8,295,240.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.34624191,1,0.954244747,1,1,1,1,1,0.428232949,1,1,0.690265072,1,1,0.848983181,0.913624354,1,1,1,1,1
Propylthiouracil,H03BA02,170.2321,0.8,73.2,223,130.4,1,1,1,1,1,1,1,1,1,1,0.95249949,1,1,0.845174223,1,1,1,1,1,0.827948984,1,1,1,1,0.545392033,0.905720602,1,0.936397031,1,1,1,1,1,1,0.032523169,0.940985217,1,1,1,1
Proscillaridin A,C01AB01,530.64968,1.9,126,1070,,1,1,1,1,1,1,1,0.896964201,1,1,1,0.948864759,1,1,1,0.896964201,0.967613991,1,1,1,1,1,1,1,0.339360805,1,1,0.623512896,1,0.770749636,1,1,1,1,1,1,1,1,1,1
Prothionamide,J04AD01,180.26998,1.5,71,159,145.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.864944806,0.954639664,0.95914206,0.893897296,1,1,1,1,0.805423318,1,1,1,0.594528391,1,1,1,1,1,0.618076221,1,1,1,1,1,1
Protriptyline hydrochloride,N06AA11,263.37674,4.4,12,296,221.8,0.039332038,0.005259467,0.00893217,0.003451354,0.000469925,0.001072952,7.59E-06,1.15E-05,0.796061553,0.928339812,1,0.832442846,1,1,0.757043949,1,1,1,0.744925606,0.96378393,0.663810835,0.563866855,0.301775445,0.724636302,0.477310973,0.148266356,1,1,0.231407729,0.166197841,0.006955194,0.285156638,1,1,1,0.970908057,1,0.995288764,0.450015818,0.924956322
Pyrantel tartrate,P02CC01,206.30726,1.6,43.8,248,165.3,1,0.909399377,1,0.978732274,1,1,1,1,0.927509553,0.969580631,1,0.812505235,0.823377788,1,0.839443282,0.999098223,0.865044922,0.346570378,0.839574735,1,0.909703535,1,1,1,1,1,1,0.848008705,0.847831709,0.721796975,0.989370352,1,0.71751726,1,1,1,1,0.964576326,1,1
Pyrazinamide,J04AK01,123.1127,-0.6,68.9,115,92.5,0.378056306,1,1,1,0.421301081,0.857345623,1,1,0.050528435,0.074704021,0.174506446,1,0.225450648,0.910584376,0.52831611,0.970664603,1,0.817785293,0.190999806,0.913810392,0.284258207,0.55944423,0.764058156,1,0.419574186,0.98720266,1,1,0.485077769,1,0.54915908,1,0.223783396,0.990216375,0.34364396,1,0.449495195,1,1,0.056063564
Pyridostigmine iodide,N07AA02,181.21172,0.7,33.4,183,144.7,1,1,1,1,1,1,1,0.965376254,0.870527272,1,1,0.529399767,1,1,1,1,1,1,1,0.276626399,1,1,1,1,0.986823671,0.816509828,1,1,1,0.895161966,0.877004907,1,1,1,0.541466022,1,1,1,0.441141073,1
Pyridoxine hydrochloride,A11HA02,169.17784,-0.8,73.6,142,128.3,1,1,0.98140115,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435179651,0.038800476,1,1,0.752807498,1,1,1,0.92985875,1,0.763685916,1,1,0.666974615,1,1,1,1,1,0.72148391,1,0.559901121,1,1
Pyrilamine maleate,D04AA02 R06AC01,285.38402,3.3,28.6,277,236.1,0.396764482,0.283610212,0.780514227,0.891826858,0.657030533,0.866498183,0.756209007,0.70236555,0.275002412,0.550166357,1,0.909447355,0.90842199,1,1,0.849227095,0.814408864,1,0.880047946,1,0.524637306,1,0.842679702,0.321572052,0.904412185,0.866596117,0.71751726,0.958582063,0.872756742,1,1,0.716622401,0.526405358,1,1,0.883835348,0.40427053,0.82739152,0.155575597,0.824744474
Pyrimethamine,P01BD01,248.71142,2.7,77.8,243,187,0.000864218,1.86E-05,0.000159762,4.36E-05,5.04E-06,1.74E-05,0.000532567,0.001127486,5.51E-07,5.04E-06,5.04E-06,1,0.816427135,0.004374242,0.513717626,0.155135084,8.87E-05,1,0.525792169,0.346137486,0.78668042,0.004328366,0.405406137,0.908046354,0.436023358,0.002168721,0.882220975,0.000686935,6.91E-06,0.074774999,0.501770893,0.658860864,0.518007837,0.475174513,0.608531852,0.07570777,0.92566174,0.000596883,1,5.04E-06
Pyrithyldione,N05CE03,167.20502,1,46.2,239,131.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.353162688,1,1,1,1,1,1,1,0.212711324,1,1,1,1,1,0.875766865,1,1,1,1,0.885463835,1
Pyrvinium pamoate,P02CX01,382.52062,5.9,12,552,317.2,1,0.000301738,0.00165225,0.0407626,5.04E-06,5.08E-05,0.000131961,0.062699459,0,0,7.21E-06,0.35820504,1,0.021069143,0.017726142,0.000981233,1,0.7655579,0.000275271,0,0,6.47E-06,0.780734654,0.252421632,0,0,0.931201467,0.004579591,0.00021713,0.01077211,5.92E-06,0,0.005257452,0.037648986,1,0.007923075,0,0.076680461,0,1.15E-05
Quetiapine hemifumarate,N05AH04,383.5071,2.1,73.6,496,298.6,0.43749934,0.801077954,0.888872183,0.744085591,1,1,0.235303537,0.000472811,1,0.989513174,0.742202057,1,0.910584376,1,0.879995049,1,0.613791612,0.573484177,1,1,1,1,1,0.837921534,1,0.566749774,0.601247647,0.88742592,0.877175325,0.301150106,0.76622446,0.846053668,0.864946472,1,0.318097773,0.773334984,1,0.295259404,0.976413031,0.227564772
Quinacrine dihydrochloride dihydrate,P01AX05,399.9568,6,37.4,461,317.6,1,0.167933042,0.090599787,0.011174343,0.685767082,0.41857648,0.095733517,0.643785373,1,0.315289742,0.054574451,0.823160506,1,0.008674811,0.310940745,1,0.627083232,0.010584691,0.606029461,0.002051243,0.313270398,1,0.760374085,0.586480098,0.857344097,0.125860198,0.150233381,0.273953214,0.000154227,0.000100254,0.305990706,0.02428,0.000822814,0.018542802,1,0.048566885,1,1,0.37798819,1
Quinapril HCl,C09AA06,438.5161,1.2,95.9,648,345.2,0.847442517,0.795591412,0.729725708,0.798087412,0.497549875,0.794551435,0.862027095,0.829711615,0.677558687,0.111527116,0.435779873,0.907158785,0.247132499,0.851764564,0.575888151,1,0.98308945,0.773774563,0.078339027,1,0.358041044,0.951792722,0.548911141,0.883835348,0.957692393,0.965331373,0.838614086,0.825411717,0.521697464,1,0.966259957,1,0.517284587,1,0.978411171,1,0.527411829,0.936248501,0.708379159,0.265638629
Quinethazone,C03BA02,289.73858,1.2,110,436,198.6,1,1,1,1,1,1,1,0.796061553,1,1,1,0.681634477,0,1,1,1,1,1,1,0.433230118,1,1,0.943779622,0.854260443,1,0.985014157,1,0.237720915,1,1,1,1,1,1,1,1,0.904113824,1,1,1
Quinidine hydrochloride monohydrate,P01BC01 C01BA01,324.41676,2.9,45.6,457,252.2,1,0.998132911,1,1,1,0.987794779,1,0.612876512,1,0.902634518,0.283025355,0.965152965,1,0.95595703,1,0.929566224,1,1,1,0.84500039,0.102338584,0.943479276,0.05833533,0.469283353,1,0.43333177,1,0.881706123,1,0.651852786,0.783349438,0.913810392,1,0.655881658,1,0.930073677,1,0.773774563,0.163285857,1
Quipazine dimaleate salt,-,213.2783,1.5,28.2,225,166.5,0.866178239,0.021312461,1,1,0.947904773,0.94978999,0.89705035,0.768794022,0.044849147,0.589442692,0.675083261,1,0.533548678,0.73453915,0.694301137,0.732906571,0.517878345,0.339830588,0.1376467,1,0.416453251,0.349932275,0.683202172,0.90066816,0.908169607,0.868808267,0.899823171,1,0.704613152,0.76893144,0.950634275,0.866178239,0.394655402,1,0.962819074,0.503131443,1,0.997098127,0.841880153,0.291902592
R(-) Apomorphine hydrochloride hemihydrate,G04BE07 N04BC07,267.32238,2.3,43.7,374,208.2,0.682919252,1,1,0.184336174,1,1,0.685180308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98431611,1,1,0.015460617,0.906880478,1,1,0.65863301,0.00016442,0.674864639,1,0.08854986,0.446195981,1,1,0.824317776,1,1,0.871770593
Rabeprazole Sodium salt,A02BC04 M01AA05 M02AA03,359.44264,1.9,96.3,440,276.9,1,1,0.177573987,1,1,1,0.858501882,0.32634949,1,0.91102368,1,0.067578697,1.53E-06,0.695398956,1,0.01416477,0.867252669,1,0.571706715,0.011942752,5.06E-06,1,1,0.090195274,0.311316123,0.00183633,0.048044628,0.624748828,1,0.050797032,0.074409649,0.651974025,1,0.000854305,0.001688439,0.057813895,1.36E-05,0.111000498,0.900512228,1
Racecadotril,A07XA04,385.47662,3.3,97.8,485,306.1,0.873488948,1,0.656604164,0.630156267,0.855563566,0.705627357,0.389983746,0.888212215,1,0.903867609,1,1,1,1,0.905186045,0.939352336,0.552558454,0.487206239,0.973841852,1,1,0.829666648,1,1,1,1,0.76785551,1,0.854919709,0.457101276,0.819534455,1,1,1,0.875254525,0.68337454,1,0.95380714,0.988599758,0.904412185
Racepinephrine HCl,A01AD01 B02BC09 C01CA24 R01AA14 R03AA01 S01EA01,183.20442,-1.4,72.7,154,142.7,1,1,0.100544548,0.126995347,1,1,1,0.333035571,1,1,1,1,1,1,1,0.32634949,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000111392,0.005817496,0.998005434,1,0.881651499,1,0.173926226,1,1,0.853014082,1
Raclopride,-,347.2369,2.9,61.8,386,251.8,1,1,0.798527381,0.355453501,1,1,0.261555042,0.555579941,1,1,1,0.045216121,1,1,1,0.882514335,1,0.243243504,1,1,1,1,0.118130326,0.402397207,1,1,0.297130709,0.986454276,1,0.623546709,0.552516988,0.827324563,1,1,1,0.695559763,1,0.953892602,0.359668429,1
Raloxifene hydrochloride,G03XC01,473.58328,6.1,98.2,655,369.9,1,0.816737154,0.54296612,0.838200822,0.553563908,0.166896429,0.003432585,0.807310974,1,0.949120917,1,1,1,1,1,0.351423688,1,0.873219667,1,0.923327017,1,1,1,1,0.872988079,0.195540444,0.988553054,0.3282324,0.424723275,0.651511468,0.340241046,1,0.649642517,0.143473532,1,0.11003413,1,0.38992584,0.777951146,1
Ramipril,C09AA05,416.51058,1.4,95.9,619,329,1,1,1,1,1,1,0.962819074,1,1,1,1,1,1,1,1,1,0.877304761,1,1,1,1,1,1,1,1,1,1,1,1,0.920069337,1,1,1,1,1,1,1,1,1,1
Ranitidine hydrochloride,A02BA02,314.40378,0.3,112,347,243.5,1,1,1,1,1,1,1,0.931201467,1,1,1,1,1,1,1,1,1,1,1,1,1,0.316332792,1,1,0.476910979,0.729828093,1,1,1,1,1,1,0.744682857,1,1,1,0.89217222,1,1,1
Ranolazine,C01EB18,427.53652,2.7,74.3,531,340.8,1,1,0.177121247,0.066918001,1,0.435499787,0.990216375,0.219016524,1,1,1,1,1,1,1,0.740538164,1,1,0.913624354,0.123849416,1,1,0.782192779,0.390318313,1,0.969002514,1,1,0.097307631,1,1,0.296938679,1,0.955544547,1,0.206181641,1,0.777394137,1,1
Rebamipide,A03AX,370.7864,2.4,95.5,598,275.1,1,0.879766081,0.837921534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.740112408,1,1,0.263887388,0.806228053,1,1,0.852681285,0.624573517,1,1,1,1,1,0.89912199,1,1,1,1,1,1
Reboxetine mesylate,N06AX18,313.39082,3,39.7,333,250.4,0.676799918,1,1,1,1,1,1,0.370781779,1,1,1,1,1,1,1,1,1,1,1,0.937495711,1,1,1,1,0.388410367,0.948690127,1,1,1,1,1,1,1,1,1,1,0.976103698,1,0.744247069,1
Remoxipride Hydrochloride,N05AL04,372.27736,2.1,52,369,,0.46720859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888153041,1,1,1,1,1,1,1,0.945315599,1,0.766942058,0.837035289,1,1,1,1,1,1,0.611635155,1,0.768794022,1,1,1
Repaglinide,A10BX02,452.58574,5.2,78.9,619,365,1,1,0.279951684,0.657339706,1,1,1,0.194990061,0.973217557,1,1,0.903804448,1,1,1,0.841711801,1,1,1,0.544585187,1,1,1,1,1,0.406608792,0.845133551,0.970735034,1,0.013505907,0.315511697,0.142817174,1,0.199645557,0.747374868,0.663420541,1,0.860675147,1,1
Reserpine,C02AA02,608.6787,4,118,1000,,1,0.047756809,0.583970341,1,0.001439963,0.019406688,0.651063899,0.756493629,0.467321947,1,1,0.487962837,1,1,1,1,0.745053879,0.880192399,1,1,1,1,1,0.578884092,1,0.778271129,0.54782789,0.597655148,1,0.035572041,0.067531051,0.050788427,1,1,1,0.165815848,1,0.579396885,0.282461194,1
Retinoic acid,D10AD01 D10AD04 D10BA01 D11AX19 L01XX14 L01XX22,300.43512,6.3,37.3,567,258.7,1,0.987424825,0.960000478,1,1,1,1,1,0.972627123,0.879995049,0.784495829,0.533548678,1,1,1,1,1,1,1,0.418388064,1,1,0.98720266,1,0.029453234,1,0.998996805,1,1,1,1,1,1,0.807445283,0.230320482,1,1,1,1,1
Ribavirin,J05AB04,244.20468,-1.8,144,304,170.6,0.920036494,0.350689967,0.706137038,0.785989704,0.001080494,0.036570095,0.823534807,1,0.007617779,0.273072677,0.331181725,1,0.708163308,0.882972527,0.941236514,0.938111714,0.705118764,0.725695464,0.823567409,1,0.528911108,0.72514305,0.646256037,0.394120597,0.726850457,0.965812132,1,0.949120917,0.119274209,1,0.003021836,0.773727458,0.755262135,1,0.657680991,0.971919675,0.85354667,0.426466432,0.818125511,0.602182556
Ribostamycin sulfate salt,J01GB10,454.47266,-6.3,262,593,,0.970022132,0.196675065,1,0.860251312,0.360183163,0.79862387,0.919229841,0.792842855,0.440780403,0.244489743,0.35171226,0.918799579,0.080338073,0.348940712,0.421604028,0.906470507,0.84132952,0.893004866,0.002052349,0.33826408,0.295448526,0.139167298,0.78168634,0.130602044,0.294719409,0.544170053,1,0.107099384,0.654753963,0.836685461,0.931201467,1,0.305835207,0.7561451,0.257932966,0.776348934,0.093690409,0.043527689,0.657591941,0.154714853
Rifabutin,J04AB04,847.00468,6.3,206,1870,,9.58E-06,5.04E-06,8.05E-06,8.82E-06,5.04E-06,9.34E-06,7.64E-07,4.58E-06,4.93E-07,5.04E-06,5.04E-06,5.04E-06,9.50E-07,5.85E-06,5.61E-06,5.96E-07,5.04E-06,4.93E-07,2.73E-07,5.04E-06,5.04E-06,9.87E-06,5.18E-06,5.22E-07,0.00017265,0.000378371,5.04E-06,5.51E-07,5.04E-06,2.74E-07,4.93E-07,0.000105362,3.12E-05,0.000225141,2.06E-05,5.04E-06,2.33E-06,1.67E-06,8.82E-07,5.04E-06
